301,English
041,Maths
042,Physics
043,Chemistry
048,Physical_Education
083,Computer_Science
030,Economics
054,Business_Studies
055,Accounts
028,Political_Science
037,Psychology
044,Biology
074,Legal_Studies
049,Fine_Arts
064,Home_Science
027,History
837,Fashion_Studies
029,Geography
